,Title,Description,Topic,Subject Area,Score,type
6910,There’s A Line Between Justice And Vengeance. Larry Nassar’s Judge Crossed It.,Wishing rape on anyone -- even a serial sexual abuser -- is unacceptable.,crime,news,0.4544969565364654,3 - Topic calculated with low confidence score and no subject area available
174970,Table Talk: Hurricane Sandy,"This week's Family Dinner Table Talk, from HuffPost and The Family Dinner book: We couldn't agree more. So HuffPost has joined",parenting,news,0.05365124506955099,1 - Topic determined by algorithm
155230,Why My Kids Love Snail Mail,"There are a lot of perks to raising kids in a small Southern town like Greenwood, MS. But if you asked my kids what the best part of living here is, they'd all list one thing in common in their top three things they love -- the mailman.",parenting,news,0.5378944348756135,2 - Topic unable to be determined – subject area used instead
62775,"Airplane Passenger 'Finds Whole New Way To Be Awful At 35,000 Feet'",Boston Globe columnist Dante Ramos wasn't amused when confronted with this on a flight.,weird news,news,0.2109168042159456,2 - Topic unable to be determined – subject area used instead
29562,"Jian Ghomeshi Announces New Podcast, Gets Rightfully Dragged",No one has forgotten the allegations made against the former Canadian radio host.,women,news,0.6654142512518088,2 - Topic unable to be determined – subject area used instead
113975,John Lennon's Killer Denied Parole For Eighth Time,,entertainment,news,0.34517962621230003,2 - Topic unable to be determined – subject area used instead
151769,"Scientists Eat Their Research: Tubeworms, Ice Cores, & Ants All Make Scientific Feasts (PHOTOS)",Turpin also enthusiastically eats raw insects. He recalls biting down on a raw grub for a TV show on eating insects — the,science,news,0.3545090511915018,3 - Topic calculated with low confidence score and no subject area available
41897,St. Louis Police Officer Shot In The Face While Sitting In SUV,"The attack occurred hours after a similar ambush in San Antonio, Texas.",crime,news,0.7015166721510189,2 - Topic unable to be determined – subject area used instead
108618,How to Make Traditional Cantonese Mooncakes At Home,"Learning how to make these gems was surprisingly easy, a ton of fun, and immensely rewarding.",taste,news,0.9132474314698544,
6303,'The Late Show' Updates 'Groundhog Day' For The Donald Trump Era,"It's a real ""repetitive nightmare.""",comedy,news,0.8216577896670045,3 - Topic calculated with low confidence score and no subject area available
144400,One Mom's True Story: How I Stopped Spoiling My Kids,"The best advice I can share with other moms is this: Don't give in to guilt. Your kids won't love you less because you refused to buy them the latest video game. If anything, they'll love you more when they see you as the strong and financially capable woman who keeps a roof over their heads.",parenting,news,0.02201731848912092,2 - Topic unable to be determined – subject area used instead
105650,Restaurants Open On Thanksgiving 2014,,business,news,0.7845292151752049,1 - Topic determined by algorithm
144882,5 Germiest Spots In Your Home,"It's not just the bathroom that could use some extra TLC now and then. Elizabeth Scott, Ph.D., a microbiologist and a codirector",home & living,news,0.5307266806838075,
149405,A Beginner's Guide to Visiting Medellín - How to Spend a Long Weekend,"Medellín, Colombia, once one of the most dangerous cities on Earth, was named Innovative City of the Year in 2013. With great weather, great restaurants, tons of art/culture and amazing nightlife, it should be on any curious traveler's bucket list.",travel,news,0.3815558085595608,1 - Topic determined by algorithm
125214,50 Cavity-Proof Easter Egg Stuffers,"While my boys still get a bit of candy in their baskets, I am always on the lookout for non-edible, fun treats to fill the plastic eggs for our family Easter egg hunt.",parenting,news,0.2671552626465969,2 - Topic unable to be determined – subject area used instead
74864,Ex-Student Pleads Guilty In Connection With Wesleyan Drug Overdoses,10 students overdosed when they took what they thought was Molly.,college,news,0.8159041602058349,3 - Topic calculated with low confidence score and no subject area available
137960,John and Peter's Story From The 'Let Love Define Family' Series For National Adoption Month,"Jason Cook is the Parent Advocate of RaiseAChild.US, a nonprofit organization that believes all children deserve a safe, loving",queer voices,news,0.2480137537964909,2 - Topic unable to be determined – subject area used instead
133886,How to Accept a Compliment (Without Complicating It),"Deflecting a compliment is not modest or unpretentious; it's actually a bit rude. After all, someone has taken the time to not only notice you and your efforts, but has gone a step further and actually acknowledged it.",business,news,0.4535560795329947,3 - Topic calculated with low confidence score and no subject area available
165816,Welcoming America's Top Menswear Designers to 'The Neighborhood',"Two of the most important American menswear designers, and two guys who know a thing or two about the intersection of music and style, will be making their way to Austin this March. But you may be surprised what they'll be doing while they're visiting the Texas capital.",style & beauty,news,0.16256807921790728,
177030,"The Appalachian Trail, America's Smallest Massive Achievement (PHOTOS)",The beauty of the trail is that its fragility has not resulted in its extinction. It would have taken me maybe thirty minutes,travel,news,0.20590850138458305,2 - Topic unable to be determined – subject area used instead
76898,"This DeLorean Doesn't Fly, But It Does Drive Itself","Where they're going, they still need roads. But at least they don't need a human to steer.",tech,news,0.2398813082410001,2 - Topic unable to be determined – subject area used instead
9664,George And Amal Clooney Pass Out Headphones On Flight To Block Twins' Crying,Even fellow passenger Quentin Tarantino got a pair.,entertainment,news,0.2469677941623023,
36539,An Open Letter To Senator Lamar Alexander About Betsy DeVos,She would be the first Secretary of Education in our history to be hostile to public education.,politics,news,0.7035512207922089,2 - Topic unable to be determined – subject area used instead
61665,Neighbors Give Heartwarming Send-Off To WWII Vet Who Died With No Family Or Friends,Andrew Moore had been destined for a nameless grave.,good news,news,0.9843699309734596,
117631,Take A Plunge Into 'The Gem Of Texas',,travel,news,0.8645193488354453,
106163,Rediscovering My Power at 'Oprah's Life You Want Weekend',"I realize that throughout life's challenges, my power has always been there. While I thought it was low, it was actually building up. Oprah's The Life You Want Weekend reenergized my spirit. I definitely left the arena feeling more empowered.",healthy living,news,0.04569215477522981,2 - Topic unable to be determined – subject area used instead
122772,An Open Letter to President Obama: Consider the Full Costs of Wireless Technology,"Before this nation makes Wi-Fi in schools like it is in coffee shops, as the president recently urged, we need to consider what this could do to our children's brains and bodies.",healthy living,news,0.08073433173247058,
84733,A Brief History Of That Time Disneyland Employed Live Mermaids,"In 1959, the park seemed a bit more magical.",entertainment,news,0.2636892334211905,1 - Topic determined by algorithm
171541,"iPhone 5S Photos, iGlasses And Apple Television Whispers: This Week In Apple Rumors","Hello, ladies and gentlemen, and welcome to This Week In Apple Rumors, our regular look back at all of the week's unconfirmed",tech,news,0.521619013403546,2 - Topic unable to be determined – subject area used instead
4655,Seth Meyers: 'How Much More Suspicious Can Jared Kushner Get?',"And ""why does Jared Kushner still have a job in the White House?""",comedy,news,0.2735425240800877,3 - Topic calculated with low confidence score and no subject area available
15838,"News Roundup for September 22, 2017","You know how they say “no news is good news”? Well, all this news is bad news. 1. Kim Jong Un has labeled Donald Trump ‘deranged",world news,news,0.6211830671568662,1 - Topic determined by algorithm
161082,Ryan Gosling and Bradley Cooper: The Place Beyond the Pines,"Shoulder to shoulder like Homeric heroes, Ryan Gosling and Bradley Cooper descended the long stairs at the Landmark Theater on Thursday night, joining others of the cast and crew onstage for the premiere of Derek Cianfrance's new movie, The Place Beyond the Pines.",entertainment,news,0.030754443110602825,2 - Topic unable to be determined – subject area used instead
