Entity Type,Title,Description,Topic,Subject Area,Score,Manual,Correct
Item,Alcohol and Drug Policies,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Alcohol and Drug Policies' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Overcoming Substance Abuse,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Employees: Overcoming Substance Abuse' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,How Substance Abuse can Affect a Workplace,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: How Substance Abuse can Affect a Workplace' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,What Substances Are Abused,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: What Substances Are Abused' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Laws You Need to Know About,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: Laws You Need to Know About' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Creating a Drug & Alcohol-Free Workplace,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: Creating a Drug & Alcohol-Free Workplace' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,The Role of Education and Testing,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: Recognizing On-The-Job Substance Abuse' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Recognizing On-The-Job Substance Abuse,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: Recognizing On-The-Job Substance Abuse' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Handling Substance Abuse Situations,MARCOM's MicroLearning program on 'Dealing with Drug and Alcohol Abuse for Managers & Supervisors: Handling Substance Abuse Situations' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Eating Right,MARCOM's MicroLearning program on 'Fitness and Wellness: Eating Right' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Exercise,MARCOM's MicroLearning program on 'Fitness and Wellness: Exercise' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Smoking,MARCOM's MicroLearning program on 'Fitness and Wellness: Smoking' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Alcohol and Drugs,MARCOM's MicroLearning program on 'Fitness and Wellness: Alcohol and Drugs' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,The Health Effects of Lead Exposure in a Construction Environment,MARCOM's MicroLearning program on 'Lead Exposure in Construction Environments: The Health Effects of Lead Exposure' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Medical Surveillance and Removal in a Construction Environment,MARCOM's MicroLearning program on 'Lead Exposure in Construction Environments: Medical Surveillance and Removal' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,The Health Effects of Lead Exposure,MARCOM's MicroLearning program on 'Lead Exposure in Construction Environments: The Health Effects of Lead Exposure' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Medical Surveillance and Removal,MARCOM's MicroLearning program on 'Lead Exposure in General Industry: Medical Surveillance and Removal' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Understanding Ergonomic Office Injuries,MARCOM's MicroLearning program on 'Office Ergonomics: Understanding Ergonomic Office Injuries' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Handling Office Supplies,MARCOM's MicroLearning program on 'Office Safety: Handling Office Supplies' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Working with and Treating Active TB,MARCOM's MicroLearning program on 'Tuberculosis in the Healthcare Environment: Working with and Treating Active TB' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,The Fundamentals of Safe Surfaces,MARCOM's MicroLearning program on 'Walking and Working Surfaces: The Fundamentals of Safe Surfaces' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Walkways and Floors,MARCOM's MicroLearning program on 'Walking and Working Surfaces: Walkways and Floors' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
Item,Stairs and Fixed Ladders,MARCOM's MicroLearning program on 'Walking and Working Surfaces: Stairs and Fixed Ladders' provides employees with specific facts about this topic. These targeted 2 - 4 minute video 'info-nuggets' focus on a single skill or topic area that employees need to understand to work safely.,[],,[],,
