Entity Type,Title,Description,Topic,Subject Area,Score
,Maak het verschil! Aansprekend Team Leiderschap,"Deze training maakt onderdeel uit van het programma ‘Besturing en Leiderschap’ zoals dat al langer loopt binnen Albert Heijn Company.

Maak het verschil! Aansprekend teamleiderschap is een intensieve 2-daagse ervaringstraining voor managers (MT+2) In de training wordt je uitgedaagd om actief naar jezelf te kijken en naar jouw rol als manager van een team of als deelnemer in teams. Je ontwikkelt nieuwe vaardigheden en er worden je instrumenten aangereikt.

Na afloop van de training ben je nog beter in staat om voor jezelf en je collega’s en/of medewerkers het verschil te maken en zo optimaal bij te dragen aan de ontwikkeling en de resultaten van Albert Heijn Company.",leadership,,0.8875519
,Veiligheid voor TL II - toets,"Test je kennis! 

Deze toets maak je nadat je alle verplichte onderdelen over veiligheid hebt afgerond. Succes! Naar aanleiding van de opdrachten uit veiligheid wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle onderdelen (preventie, winkelcriminaliteit, calamiteiten en gezond en veilig werken) eerst hebt afgerond voordat je deze toets maakt. Daarnaast is ook de toets Veiligheid voor TL I verplicht.

Taal: Nederlands

Trefwoorden: diefstal, schade, agressie, brand, veilig, gevaar

Hulp nodig? Klik hier.",,AH NL Teamleider Verkoopafhandeling,Score < threshold
,Ahold Performance Management (PM),"Onze medewerkers maken het verschil en zijn de doorslaggevende factor van onze organisatie. Om onze doelen te kunnen bereiken is het belangrijk dat we duidelijk zijn over de resultaten en het gedrag dat we van onze medewerkers verwachten. Jaarlijks maken leidinggevenden afspraken met medewerkers over de te behalen resultaten en hun competentieontwikkeling. Het proces van doelen stellen, evalueren, beoordelen en coachen noemen wij bij Ahold Nederland Performance Management. De PM cyclus wordt ondersteund door de PM tool en wordt gebruikt voor medewerkers in functiegroep 13 en hoger en de teamleiders binnen Supply Chain. 

Tijdens deze bijeenkomst gaan wij dieper in op de Performance Management cyclus binnen Ahold Nederland. De volgende onderwerpen komen aan de orde 
• PM proces en jaarlijkse planning 
• resultaatgebieden (KRA) en competentiesets binnen Ahold Nederland 
• talent en successieprofielen 
• koppeling naar beloning 
Aan de hand van een korte demo wordt de werking van de PM tool toegelicht. 

Deze sessie is bedoeld voor leidinggevenden van medewerkers wiens medewerkers in het Connect Performance Management systeem staan.",management,,0.5020873
,Vulproces I - toets,"Test je kennis! 

Deze toets maak je nadat je alle verplichte onderdelen over het vulproces hebt afgerond. Succes! Naar aanleiding van de opdrachten uit het onderdeel veiligheid wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle praktijkopdrachten en relevante online modules hebt afgerond voordat je deze toets maakt. Slaag je voor deze toets en de toetsen Vulproces II, Magazijn, Voorraad en Kwaliteit, Presentatie en Promotie, krijg je toegang tot de workshop Verkoopklaar.

Taal: Nederlands

Trefwoorden: vullen, navullen, gekoeld, ongekoeld, diepvries, initiële actie

Hulp nodig? Klik hier",Soft Skills,,0.74491405
,Vulproces II - toets,"Test je kennis! 

Deze toets maak je nadat je alle verplichte onderdelen over het vulproces hebt afgerond. Succes! Naar aanleiding van de opdrachten uit het onderdeel veiligheid wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle praktijkopdrachten en relevante online modules hebt afgerond voordat je deze toets maakt. Slaag je voor deze toets en de toetsen Vulproces I, Magazijn, Voorraad en Kwaliteit, Presentatie en Promotie, krijg je toegang tot de workshop Verkoopklaar.

Taal: Nederlands

Trefwoorden: vullen, navullen, gekoeld, ongekoeld, diepvries, initiële actie

Hulp nodig? Klik hier",Soft Skills,,0.7332302
,Voorraad - toets,"Test je kennis!

Deze toets maak je nadat je alle verplichte onderdelen van het proces voorraad hebt afgerond. Succes! Naar aanleiding van de opdrachten uit de onderdelen magazijn en voorraad wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle praktijkopdrachten en relevante online modules hebt afgerond voordat je deze toets maakt. Slaag je voor deze toets en de toetsen Magazijn, Vulproces I, Vulproces II en Kwaliteit, Presentatie en Promotie, krijg je toegang tot de workshop Verkoopklaar.

Taal: Nederlands Trefwoorden: controle voorraadbetrouwbaarheid, controle houdbaarheid

Hulp nodig? Klik hier",Soft Skills,,0.6484837
,Samen Werken,"Samen Werken is een initiatief om Albert Heijn medewerkers jaarlijks terug te brengen op de winkelvloer.

Inschrijving voor het Samen Werken programma gaat via intranet.ah.nl, onderdeel Werk/Samen Werken.",,DO NOT USE,Score < threshold
,Cashier B,"Wil je meer weten over de functie en werkzaamheden Caissière B? Volg dan deze e-learning!

Deze e-learning is onderdeel van de opleiding tot caissiere B. Je leert wat er komt kijken bij het goed vervullen van je rol als caissiere B. Ook leer je meer over je werkzaamheden en je werkplek.

Voorkennis: Basisopleiding Caissière A

Hulp nodig? Klik hier.",,AH NL Caissière B,Score < threshold
,Veiligheid voor TL I - toets,"Test je kennis! Deze toets maak je nadat je alle verplichte onderdelen over veiligheid hebt afgerond. Succes! Naar aanleiding van de opdrachten uit veiligheid wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle onderdelen (preventie, winkelcriminaliteit, calamiteiten en gezond en veilig werken) eerst hebt afgerond voordat je deze toets maakt. Daarnaast is ook de toets Veiligheid voor TL II verplicht.

Taal: Nederlands

Trefwoorden: diefstal, schade, agressie, brand, veilig, gevaar

Hulp nodig? Klik hier",,AH NL Teamleider Verkoopafhandeling,Score < threshold
,Magazijn - toets,"Test je kennis! 

Deze toets maak je nadat je alle verplichte onderdelen van het proces magazijn hebt afgerond. Succes! Naar aanleiding van de opdrachten uit de onderdelen magazijn en voorraad wordt jouw opgedane praktijkkennis en de belangrijkste parate kennis uit de werkinstructies getoetst. Let erop dat je alle praktijkopdrachten en relevante online modules hebt afgerond voordat je deze toets maakt. Slaag je voor deze toets en de toetsen Voorraad, Vulproces I, Vulproces II en Kwaliteit, Presentatie en Promotie, krijg je toegang tot de workshop Verkoopklaar.

Taal: Nederlands

Trefwoorden: inrichting, ontvangst, splitsen, retouren

Hulp nodig? Klik hier",Soft Skills,,0.7782224
,Bakery Associate Assessment,BAKERY ASSOCIATE ASSESSMENT,"Business, Finance, and Accountancy",,0.31108183
,Guide for new colleagues at the office of Ahold Delhaize in Zaandam,"Welcome to the office of Ahold Delhaize in Zaandam.

In this guide, you will quickly get familiar with the most important systems, resources and tools within our organisation and office in Zaandam.

Language: English
Keywords: WRS, Google, Sam, intranet, Facility shop, safety, My Learning, service center.

Need help? Click here",microsoft office,,0.9270181
,Introductie Albert Heijn Hoofdkantoor,"De introductie Albert Heijn hoofdkantoor maakt deel uit van het introductietraject voor 
alle nieuwe medewerkers in dienst van Albert Heijn die werkzaam zijn in het Albert Heijn hoofdkantoor. 

Het introductietraject bestaat uit drie onderdelen:
- introductie van de hoofkantoororganisatie
- introductie van de Supply Chain organisatie en een rondleiding op het distributiecentrum
- stage in de winkel

De introductie is ook bedoeld voor medewerkers van andere Ahold-onderdelen werkzaam in het hoofdkantoor, hogere personeel in de winkel- en supply chain organisatie en voor alle supermarktmanagers en teamleiders van de supply chain organisatie.

De bijeenkomst geeft een indruk waar Albert Heijn voor staat en hoe het Albert Heijn Hoofdkantoor is georganiseerd. 

De introductiebijeenkomst op het hoofdkantoor wordt viermaal per jaar georganiseerd in combinatie met de introductie Supply Chain. Bij grote groepen wordt deze laatste introductie op meerdere momenten georganiseerd.",,DO NOT USE,Score < threshold
,Giant/Martins Lock Out/ Tag Out Safety Procedures 2011,"This course will inform Associates about the potentially hazardous energy sources found within our stores.  This course will also educate Associates about OSHA policy: LOTO (1910.147).
Estimated length: 5 minutes",safety,,0.949189
,Strategie AH - Belevingsdagen najaar 2015,Strategie AH - In dit filmpje zie je een impressie van de belevingsdagen in 2015 waarin de nieuwe strategie gedeeld is.,"Art, Design & Media",,0.42351747
,"Our Finances: Monitoring and Performance, and Job Shadowing","Ever wonder where the P&L numbers come from or how the totals are calculated?

See how we use a relevant P&L, group discussion and a challenge to get to the bottom line of the P&L and discover where our the numbers come from and how they are calculated. Practice calculating key figures and learn what you and your team can do to drive the P&L results.

Prerequisite:


	Introduction to Department Leadership Fundamentals
	Coaching and SMART Goals
	Department Leadership Fundamentals Baseline Assessment


Language: English

Supplier: Internal

Location: Varies

Participants: 20-25

Need help? Click here

Keywords: Department Manager, Leading, Leader, New Hire",,Leading,Score < threshold
,Promotie proces,"Wil jij meer weten over het financiële proces rondom onze promoties?

In deze 1 op 1 sessie leer je meer over de theorie achter het promotieproces, het promotieproces zelf en wat de rol van de controller is in dit proces.

Maak zelf een afspraak met de controller Emily ter Poorten (+31 6 23 09 06 82) om je mee te nemen in dit onderwerp.

Leverancier: intern
Locatie: Ahold-locatie
Deelnemers: 1
Trefwoorden: Finance, controller

Hulp nodig? Klik hier",,Finance & Accounting,Score < threshold
,Deli Associate Assessment,"To ensure consistency in specified Learning Objectives, online training will be utilized in combination with other training formats. Online training will provide a generalized overview of the many areas in our stores. Topics covered in Deli are as follows: 
1. Introduction 
2. Remarkable Customer Service 
3. Deli Service Case 
4. Food Safety and Associate Safety 
5. Sales Floor 
6. Rotation and productivity 
7. Shrink",Safety and Security,,0.34473902
,"Our Operations: Supply Chain, Merchandising and Daily Operations, and Job Shadowing","As a new department leader you can have a real impact on the products we offer, the amounts on the shelves, and the way ours customers see our products.

Navigate the supply chain from ordering to receiving and see how our merchandising tools (plan-o-grams and sales plans) kick in once the product is in our stores. Explore the entire world of our daily operations and see how we strive to get better every day. It's a tall order - but we know you are up for the challenge.

Prerequisite:


	Introduction to Department Leadership Fundamentals
	Coaching and SMART Goals
	Department Leadership Fundamentals Baseline Assessment


Language: English

Supplier: Internal

Location: Varies

Participants: 20-25

Need help? Click here

Keywords: Department Manager, Leading, Leader, New Hire, ordering, receiving, plan-o-gram, sales plan",supply chain management,Leading,0.79780954
,GM/HBC Associate Assessment,GM/HBC Associate Course and Assessment Description,"Business, Finance, and Accountancy",,0.9526794
,Mastercourse AH Replenishment ,"In this 2,5 hours course you get an in depth view on Replenishment. From goals to actual performance, from influences to possibilities.

You will get an overview of the Supply Chain of Albert Heijn. You will see the actual screens used by replenishment, the product examples from the week, what choices can be made, by who, what are the effects and how each of us can improve the end result for the customer. Optional is a short visit to Distribution Center Zaandam.

Language: English or Dutch, depends on attendees

Supplier: Internal trainer

Location: Ahold location

Costs: no costs

Min-max group size:  4 - 15 participants

Procedures to enroll: For this course is not a date available yet. Put yourself on the request list and the course will be planned when the minimum of participants is met. / Register for one of the available dates.",,DO NOT USE,Score < threshold
